ID,Sex,Age,HiQual,Work,MarStat,NumAdult,NumChild,Accom,Tenure,NumRooms,TVSet,Cable,Comp,HmIntnet,SleepHours,EmploymentHours,ComputingHours,ReadingHours,TVVideoHours,RadioMusicHours,Degree
336,Female,70,"Degree level qualification incl. foundation degrees, graduat",Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,7,Yes,No,Yes,Yes,6.5,0,0,0.5,0,0,University Degree
338,Female,25,"Degree level qualification incl. foundation degrees, graduat",Employed,"Single, never married",1,0,Flat or maisonette,Renter (Private),2,Yes,No,Yes,Yes,8.5,0,0.666666667,1.166666667,1.5,0,University Degree
340,Male,79,O level or equivalent,Retired,Widowed,1,0,House or bungalow,Owner,3,Yes,Yes,No,No,13,0,0,0,3.5,0,No University Degree
342,Female,30,NVQ / SVQ,Employed,"Single, never married",1,1,House or bungalow,Renter (Private),4,Yes,No,Yes,Yes,7.5,8.5,0,0,1.333333333,0,No University Degree
344,Male,64,Any other professional/vocational/foreign qualifications,Disabled,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,No,No,No,10.16666667,0,0,1.666666667,4.333333333,0,No University Degree
346,Female,65,None of the above,Not in empl.,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,No,No,No,9,0,0,0,1,0,No University Degree
348,Female,76,Nursing or other medical qualification not yet mentioned,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,7.666666667,0,0.833333333,0.333333333,1.666666667,0,No University Degree
350,Female,69,NVQ / SVQ,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,3,Yes,No,Yes,Yes,6.666666667,0,0,1.166666667,4.666666667,0,No University Degree
352,Male,71,None of the above,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,3,Yes,No,Yes,Yes,7,0,0.5,1.166666667,3.833333333,0,No University Degree
354,Male,89,Nursing or other medical qualification not yet mentioned,Retired,Widowed,2,0,House or bungalow,Owner,3,Yes,Yes,No,No,5.833333333,0,0,1.666666667,7.5,0,No University Degree
356,Female,71,"Degree level qualification incl. foundation degrees, graduat",Retired,"Single, never married",2,0,House or bungalow,Owner,3,Yes,Yes,No,No,2.666666667,0,0,0.333333333,4.333333333,1,University Degree
358,Male,53,"Degree level qualification incl. foundation degrees, graduat",Retired,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,6.333333333,0,0.666666667,0,7,0,University Degree
360,Female,50,O level or equivalent,Retired,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,7,0,0.166666667,0,3.833333333,0,No University Degree
362,Female,19, A level/GCE in Applied Subjects or equivalent,Student,"Single, never married",3,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,7.833333333,0,0,0,3.166666667,0,No University Degree
364,Female,24,"Degree level qualification incl. foundation degrees, graduat",Not in empl.,Married/Partnership/Cohabiting,2,2,House or bungalow,Renter (Private),5,Yes,Yes,No,Yes,6.666666667,0,0.833333333,0,0,0,University Degree
366,Male,25,NVQ / SVQ,Employed,Married/Partnership/Cohabiting,2,2,House or bungalow,Renter (Private),5,Yes,Yes,No,Yes,8,0,0,0,4,0,No University Degree
368,Male,67,"Degree level qualification incl. foundation degrees, graduat",Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,7.666666667,0,0.666666667,1,0,0,University Degree
370,Female,67,"Degree level qualification incl. foundation degrees, graduat",Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,8,0,0.166666667,0,0,0,University Degree
372,Male,83,None of the above,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,3,Yes,No,No,No,8.5,0,0,2.5,1.833333333,0,No University Degree
374,Female,81,None of the above,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,3,Yes,No,No,No,6.5,0,0,1,5.166666667,0,No University Degree
376,Male,43,Any other professional/vocational/foreign qualifications,Employed,Married/Partnership/Cohabiting,3,2,House or bungalow,Owner,6,No,No,Yes,Yes,7.166666667,0,0.333333333,0.5,0,0,No University Degree
378,Female,43, A level/GCE in Applied Subjects or equivalent,Employed,Married/Partnership/Cohabiting,3,2,House or bungalow,Owner,6,No,No,Yes,Yes,7.5,0,0,0,0,0,No University Degree
386,Female,47,NVQ / SVQ,Employed,Married/Partnership/Cohabiting,4,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,3.833333333,0,0,0,1.5,0,No University Degree
388,Female,52,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,7,Yes,No,Yes,Yes,8.5,7.166666667,0,0,1.833333333,0,University Degree
390,Male,54,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,7,Yes,No,Yes,Yes,7.5,3.333333333,0.833333333,0,0,0,University Degree
394,Male,47,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,4,0,House or bungalow,Owner,8,Yes,Yes,Yes,Yes,10,0,0,0,2,0,University Degree
396,Female,47, A level/GCE in Applied Subjects or equivalent,Employed,Married/Partnership/Cohabiting,4,0,House or bungalow,Owner,8,Yes,Yes,Yes,Yes,7,0,0,0,2.166666667,0,No University Degree
398,Male,19, A level/GCE in Applied Subjects or equivalent,Student,"Single, never married",4,0,House or bungalow,Owner,8,Yes,Yes,Yes,Yes,16.5,0.5,0,0,2.5,0,No University Degree
402,Female,50,"Degree level qualification incl. foundation degrees, graduat",Employed,Divorced/Separated,1,1,House or bungalow,Owner,7,Yes,Yes,Yes,Yes,11.66666667,0,0,0,2.833333333,0,University Degree
406,Male,70,None of the above,Retired,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,10,Yes,Yes,Yes,Yes,7,0,0,0,1.833333333,0,No University Degree
408,Female,61,None of the above,Retired,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,10,Yes,Yes,Yes,Yes,6.333333333,0,1.5,0,3,0,No University Degree
410,Female,22,Other higher education qualification below degree level,Student,"Single, never married",3,0,House or bungalow,Owner,10,Yes,Yes,Yes,Yes,6.166666667,0,0,0,0,0,No University Degree
412,Female,77,None of the above,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,8.833333333,0,0.333333333,0.833333333,2.166666667,0,No University Degree
414,Male,97,City and Guilds,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,9.666666667,0,2.666666667,1.333333333,2,0,No University Degree
416,Female,64,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,7,Yes,No,Yes,Yes,7.166666667,7.5,0.166666667,0,1.166666667,0,University Degree
418,Male,65,Diploma in higher education,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,7,Yes,No,Yes,Yes,7.333333333,0,0.333333333,0.333333333,1,0,No University Degree
420,Female,54,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,8,0.166666667,0,0.666666667,0.833333333,0,University Degree
422,Female,31,NVQ / SVQ,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Renter (Private),6,Yes,Yes,Yes,Yes,7.666666667,7.5,0,0,0.833333333,0,No University Degree
424,Male,34, A level/GCE in Applied Subjects or equivalent,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Renter (Private),6,Yes,Yes,Yes,Yes,7.833333333,8.166666667,1.833333333,0,0,0,No University Degree
426,Female,69,NVQ / SVQ,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,10,0,0.5,0.833333333,0,0,No University Degree
428,Male,65,Any other professional/vocational/foreign qualifications,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,9.833333333,0,1.166666667,1.166666667,0,0,No University Degree
430,Male,63, A level/GCE in Applied Subjects or equivalent,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,7,Yes,Yes,Yes,Yes,9.333333333,0,0,1.5,1.833333333,0,No University Degree
432,Female,58, A level/GCE in Applied Subjects or equivalent,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,7,Yes,Yes,Yes,Yes,9,0,0,1.166666667,2,0,No University Degree
434,Female,52,"Degree level qualification incl. foundation degrees, graduat",Employed,"Single, never married",1,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,8.666666667,0,0,0,2.833333333,0.166666667,University Degree
436,Male,82,City and Guilds,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,7,Yes,Yes,Yes,Yes,9.666666667,0,1,0,5,0,No University Degree
438,Female,71,Diploma in higher education,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,7,Yes,Yes,Yes,Yes,8.666666667,0,0,0,4.333333333,0,No University Degree
440,Female,63,"Degree level qualification incl. foundation degrees, graduat",Retired,Divorced/Separated,1,0,House or bungalow,Owner,7,Yes,No,Yes,Yes,5.333333333,0,0,0,0,0,University Degree
442,Female,79,ONC / OND,Retired,Widowed,1,0,Flat or maisonette,Renter (Public),3,Yes,No,No,No,9.666666667,0,0,0,2.166666667,0,No University Degree
444,Female,42,GCSE/Vocational GCSE,Employed,Divorced/Separated,1,0,House or bungalow,Owner,2,Yes,No,Yes,Yes,6.333333333,7.5,0.333333333,0,0,0,No University Degree
446,Female,48,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,3,2,House or bungalow,Renter (Private),4,Yes,Yes,Yes,Yes,9.666666667,0,2,0.5,1.5,0,University Degree
448,Male,39,NVQ / SVQ,Employed,Married/Partnership/Cohabiting,3,2,House or bungalow,Renter (Private),4,Yes,Yes,Yes,Yes,7.833333333,12.16666667,0,0,0,0,No University Degree
450,Female,20, A level/GCE in Applied Subjects or equivalent,Student,"Single, never married",3,2,House or bungalow,Renter (Private),4,Yes,Yes,Yes,Yes,9.5,0,2.5,0.833333333,2.166666667,0,No University Degree
456,Female,31,"Degree level qualification incl. foundation degrees, graduat",Not in empl.,Married/Partnership/Cohabiting,2,2,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,6.166666667,0,0,0,2.833333333,0,University Degree
458,Male,38,BTEC/BEC/TEC/EdExcel/LQL,Employed,Married/Partnership/Cohabiting,2,2,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,7.333333333,0,1,0.333333333,2.333333333,0.333333333,No University Degree
460,Female,70, A level/GCE in Applied Subjects or equivalent,Retired,Widowed,1,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,6.333333333,0,0,0,4.166666667,0,No University Degree
462,Female,60,O level or equivalent,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,8,Yes,Yes,Yes,Yes,8.166666667,7,0,0.833333333,1.833333333,0,No University Degree
464,Male,60,City and Guilds,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,8,Yes,Yes,Yes,Yes,8,10,0.666666667,0,2.166666667,0,No University Degree
466,Female,93, A level/GCE in Applied Subjects or equivalent,Retired,Widowed,2,0,House or bungalow,Owner,13,Yes,No,Yes,Yes,8.333333333,0,0,6.833333333,1.5,0,No University Degree
468,Male,67,"Degree level qualification incl. foundation degrees, graduat",Employed,"Single, never married",2,0,House or bungalow,Owner,13,Yes,No,Yes,Yes,4.333333333,5,2.833333333,0,1,1.5,University Degree
470,Female,66,None of the above,Retired,Widowed,1,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,10.33333333,0.666666667,1.166666667,3.333333333,0.333333333,0,No University Degree
472,Female,57,Any other professional/vocational/foreign qualifications,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,4.666666667,4.333333333,0,0,2.166666667,0,No University Degree
474,Male,59,Any other professional/vocational/foreign qualifications,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,5.166666667,5.833333333,0.333333333,0,0.5,0,No University Degree
476,Male,66,cse,Employed,Divorced/Separated,1,0,House or bungalow,Owner,5,Yes,No,No,No,6.666666667,7.833333333,0,0,0,0,No University Degree
478,Male,61,Other higher education qualification below degree level,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,7,Yes,Yes,Yes,Yes,7.666666667,1.333333333,1.166666667,0.166666667,1.666666667,0,No University Degree
480,Female,69,O level or equivalent,Retired,Widowed,1,0,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,8,0,0,0.5,4.833333333,0,No University Degree
482,Female,53,O level or equivalent,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,7,Yes,Yes,Yes,Yes,8.166666667,3.166666667,0,0,1.5,0,No University Degree
484,Male,48,cse,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,7,Yes,Yes,Yes,Yes,10.5,0,0,0,2.833333333,0,No University Degree
486,Female,65,"Degree level qualification incl. foundation degrees, graduat",Retired,"Single, never married",1,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,7,0,1.666666667,0,3,0,University Degree
488,Female,27,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,0,Flat or maisonette,Owner,3,Yes,No,Yes,Yes,10.16666667,0,0,0,5.833333333,0,University Degree
490,Male,27,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,0,Flat or maisonette,Owner,3,Yes,No,Yes,Yes,8.833333333,6.5,0.666666667,0,3.166666667,0,University Degree
492,Female,60,None of the above,Unemployed,Married/Partnership/Cohabiting,5,0,House or bungalow,Owner,10,Yes,Yes,Yes,Yes,8.666666667,0,0,0.833333333,1.166666667,0,No University Degree
494,Female,84,Item not applicable,NA,NA,2,3,Flat or maisonette,Owner,3,Yes,Yes,Yes,Yes,10.33333333,0,0,0,1.5,0,No University Degree
496,Male,59,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,8,Yes,Yes,Yes,Yes,7.5,2.5,0,0,2.166666667,0,University Degree
498,Female,43, A level/GCE in Applied Subjects or equivalent,Employed,Married/Partnership/Cohabiting,2,2,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,8,2.333333333,2.5,0,3.333333333,0,No University Degree
500,Male,57,Any other professional/vocational/foreign qualifications,Employed,Married/Partnership/Cohabiting,2,2,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,7.5,7.5,0.166666667,0,2.333333333,0,No University Degree
506,Female,75,None of the above,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,8.333333333,0,0.5,1,3.833333333,0,No University Degree
508,Female,57,ONC / OND,Disabled,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,6.166666667,0,0,0,4.333333333,0,No University Degree
510,Male,64,cse,Disabled,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,7.666666667,0,0.5,0.5,7.666666667,0,No University Degree
512,Male,50,HNC / HND,Employed,Married/Partnership/Cohabiting,2,1,House or bungalow,Owner,5,Yes,No,Yes,Yes,9,2.666666667,0,0,3.166666667,0,No University Degree
514,Female,46,Diploma in higher education,Employed,Married/Partnership/Cohabiting,2,1,House or bungalow,Owner,5,Yes,No,Yes,Yes,5.666666667,0,0,0.666666667,3.166666667,0,No University Degree
516,Male,69,HNC / HND,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,8.5,0,1.333333333,0.833333333,5,0,No University Degree
518,Female,67,cse,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,8.666666667,0,0,0.5,7,0,No University Degree
520,Female,27,NVQ / SVQ,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,9,0,0,0,1.666666667,0,No University Degree
522,Male,34,GCSE/Vocational GCSE,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,9.833333333,0,0,0,1.666666667,0,No University Degree
524,Female,70,Any other professional/vocational/foreign qualifications,Retired,Divorced/Separated,1,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,9.5,0,0.5,0,2.333333333,0.166666667,No University Degree
526,Female,43,GCSE/Vocational GCSE,Employed,Married/Partnership/Cohabiting,4,1,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,6,6.666666667,0.5,0,0.5,0,No University Degree
528,Male,37,BTEC/BEC/TEC/EdExcel/LQL,Employed,Married/Partnership/Cohabiting,4,1,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,5.5,6.666666667,0,0,0,0,No University Degree
530,Male,20,BTEC/BEC/TEC/EdExcel/LQL,Employed,"Single, never married",4,1,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,7,8.333333333,0,0,1.166666667,0,No University Degree
532,Female,39,"Degree level qualification incl. foundation degrees, graduat",Student,Married/Partnership/Cohabiting,2,3,House or bungalow,Owner,5,Yes,No,Yes,Yes,9.5,0,0,0,0,0,University Degree
534,Male,39, A level/GCE in Applied Subjects or equivalent,Employed,Married/Partnership/Cohabiting,2,3,House or bungalow,Owner,5,Yes,No,Yes,Yes,10.33333333,0,0,0,0,0,No University Degree
538,Female,84,Item not applicable,NA,NA,2,3,House or bungalow,Owner,5,Yes,No,Yes,Yes,11.5,0,0,0,2.666666667,0,No University Degree
540,Female,63,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,6,Yes,No,Yes,Yes,10.5,0,0,0,0,0,University Degree
542,Male,66,ONC / OND,Employed,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,6,Yes,No,Yes,Yes,8.5,0,0,0,2.166666667,0,No University Degree
544,Female,24,"Degree level qualification incl. foundation degrees, graduat",Employed,"Single, never married",3,0,House or bungalow,Owner,6,Yes,No,Yes,Yes,11.66666667,0,0.333333333,0,0,1.5,University Degree
546,Female,48,"Award, Certificate or Diploma, at entry level and level 1 to",Employed,Married/Partnership/Cohabiting,2,2,House or bungalow,Owner,8,Yes,Yes,Yes,Yes,7.833333333,0,0,0,2.166666667,0,No University Degree
548,Male,50,City and Guilds,Employed,Married/Partnership/Cohabiting,2,2,House or bungalow,Owner,8,Yes,Yes,Yes,Yes,7.666666667,0,1.333333333,0,3.5,0,No University Degree
552,Male,84,Item not applicable,NA,NA,2,2,House or bungalow,Owner,8,Yes,Yes,Yes,Yes,11.66666667,0,0,0.5,2.833333333,0,No University Degree
554,Male,76,Diploma in higher education,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,7,0,0.166666667,3.5,1.333333333,0,No University Degree
556,Female,71, A level/GCE in Applied Subjects or equivalent,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,5.666666667,0,0.333333333,3.166666667,0.5,0,No University Degree
558,Male,67,ONC / OND,Retired,Divorced/Separated,1,0,House or bungalow,Owner,3,Yes,Yes,Yes,Yes,8.666666667,0,0,3,1,0,No University Degree
